FILE_TYPE,DISCHARGE_MONTH,PREV_YR_AVG,#_RECDS_EXPECTED_(TARGET),#_RECDS_LOADED,SHORTAGE,PCT_OF_PREVYRAVG_SUBMTD_,EXCEPTION_ON_FILE_W/SPARCS,EXTENSION_GRANTED,FILE_LAST_SUBMTD,PFI,AUDIT_YEAR
AS,December,,719,"1,100",,1.14,,,2022   OCT,001466,2020
ED,January,4539,3631,"4,947",,1.08,,,2022   SEP,001466,2020
ED,February,,3404,"4,505",,0.99,,,2023   FEB,001466,2020
ED,March,,3631,"3,702",,0.81,,,2023   FEB,001466,2020
ED,April,,3631,"1,751",1880,0.38,YES,,2022   MAR,001466,2020
ED,May,,3631,"2,145",1486,0.47,YES,,2022   OCT,001466,2020
ED,June,,3631,"2,705",926,0.59,YES,,2023   FEB,001466,2020
ED,July,,3631,"3,112",519,0.68,YES,,2023   FEB,001466,2020
ED,August,,3631,"3,303",328,0.72,YES,,2022   AUG,001466,2020
ED,September,,3631,"3,267",364,0.71,YES,,2023   FEB,001466,2020
ED,October,,3631,"3,550",81,0.78,YES,,2022   DEC,001466,2020
ED,November,,3631,"3,708",,0.81,,,2022   DEC,001466,2020
ED,December,,3404,"3,774",,0.83,,,2023   JAN,001466,2020
IP,January,2210,1768,"2,243",,1.01,,,2022   NOV,001466,2020
IP,February,,1657,"2,158",,0.97,,,2022   SEP,001466,2020
IP,March,,1768,"1,981",,0.89,,,2022   NOV,001466,2020
IP,April,,1768,"1,452",316,0.65,YES,,2022   JUN,001466,2020
IP,May,,1768,"1,451",317,0.65,YES,,2023   FEB,001466,2020
IP,June,,1768,"1,822",,0.82,,,2022   NOV,001466,2020
IP,July,,1768,"2,100",,0.95,,,2022   JUL,001466,2020
IP,August,,1768,"2,060",,0.93,,,2022   OCT,001466,2020
IP,September,,1768,"2,020",,0.91,,,2022   NOV,001466,2020
AS,January,996,796,"1,132",,1.13,,,2022   SEP,010265,2022
AS,February,,747,"1,032",,1.03,,,2022   SEP,010265,2022
AS,March,,796,"1,294",,1.29,,,2022   SEP,010265,2022
AS,April,,796,"1,046",,1.05,,,2022   SEP,010265,2022
AS,May,,796,389,407,0.39,NO,04/30/2023,2022   SEP,010265,2022
AS,June,,796,398,398,0.39,NO,04/30/2023,2022   SEP,010265,2022
AS,July,,796,282,514,0.28,NO,04/30/2023,2022   SEP,010265,2022
AS,August,,796,"1,086",,1.09,,,2022   SEP,010265,2022
AS,September,,796,0,796,0.0,NO,04/30/2023,,010265,2022
AS,October,,796,0,796,0.0,NO,04/30/2023,,010265,2022
AS,November,,796,0,796,0.0,NO,04/30/2023,,010265,2022
AS,December,,747,0,747,0.0,NO,04/30/2023,,010265,2022
AS,January,37,29,40,,1.08,,,2022   MAY,000377,2022
AS,February,,27,26,1,0.7,YES,,2023   MAR,000377,2022
AS,March,,29,37,,1.0,,,2023   MAR,000377,2022
AS,April,,29,38,,1.02,,,2023   MAR,000377,2022
AS,May,,29,43,,1.16,,,2023   MAR,000377,2022
AS,June,,29,45,,1.21,,,2022   OCT,000377,2022
AS,July,,29,34,,0.91,,,2022   OCT,000377,2022
AS,August,,29,41,,1.1,,,2022   DEC,000377,2022
AS,September,,29,42,,1.13,,,2022   DEC,000377,2022
AS,October,,29,46,,1.24,,,2023   MAR,000377,2022
AS,November,,29,34,,0.91,,,2023   MAR,000377,2022
AS,December,,27,0,27,0.0,NO,,,000377,2022
ED,January,580,464,539,,0.92,,,2022   DEC,000377,2022
ED,February,,435,439,,0.75,,,2022   OCT,000377,2022
ED,March,,464,483,,0.83,,,2022   JUN,000377,2022
ED,April,,464,489,,0.84,,,2022   DEC,000377,2022
ED,May,,464,740,,1.27,,,2022   OCT,000377,2022
ED,June,,464,742,,1.27,,,2022   OCT,000377,2022
ED,July,,464,970,,1.67,,,2022   OCT,000377,2022
ED,August,,464,900,,1.55,,,2023   JAN,000377,2022
ED,September,,464,740,,1.27,,,2023   JAN,000377,2022
ED,October,,464,629,,1.08,,,2023   JAN,000377,2022
ED,November,,464,684,,1.17,,,2023   MAR,000377,2022
ED,December,,435,0,435,0.0,NO,,,000377,2022
IP,January,8,6,14,,1.75,,,2022   MAY,000377,2022
IP,February,,6,3,3,0.37,,,2022   MAY,000377,2022
IP,March,,6,12,,1.5,,,2022   JUN,000377,2022
IP,April,,6,11,,1.37,,,2022   JUN,000377,2022
IP,May,,6,16,,2.0,,,2022   SEP,000377,2022
IP,June,,6,12,,1.5,,,2022   OCT,000377,2022
IP,July,,6,14,,1.75,,,2022   OCT,000377,2022
IP,August,,6,7,,0.87,,,2022   NOV,000377,2022
IP,September,,6,6,,0.75,,,2022   DEC,000377,2022
AS,January,1260,1008,"1,337",,1.06,,,2021   APR,006385,2020
AS,February,,945,"1,128",,0.89,,,2021   APR,006385,2020
AS,March,,1008,822,186,0.65,YES,,2021   APR,006385,2020
AS,April,,1008,106,902,0.08,YES,,2021   MAR,006385,2020
AS,May,,1008,360,648,0.28,YES,,2020   OCT,006385,2020
AS,June,,1008,"1,178",,0.93,,,2021   MAR,006385,2020
AS,July,,1008,"1,071",,0.85,,,2021   MAR,006385,2020
AS,August,,1008,"1,152",,0.91,,,2021   APR,006385,2020
AS,September,,1008,"1,163",,0.92,,,2021   APR,006385,2020
AS,October,,1008,"1,280",,1.01,,,2021   APR,006385,2020
AS,November,,1008,999,9,0.79,YES,,2021   APR,006385,2020
AS,December,,945,"1,190",,0.94,,,2021   APR,006385,2020
AS,January,331,264,262,2,0.79,YES,,2022   MAY,009793,2020
AS,February,,248,307,,0.92,,,2022   MAY,009793,2020
AS,March,,264,195,69,0.58,YES,,2022   MAY,009793,2020
AS,April,,264,25,239,0.07,YES,,2022   MAY,009793,2020
AS,May,,264,21,243,0.06,YES,,2022   MAY,009793,2020
AS,June,,264,106,158,0.32,YES,,2022   MAY,009793,2020
AS,July,,264,207,57,0.62,YES,,2022   MAY,009793,2020
AS,August,,264,254,10,0.76,YES,,2022   MAY,009793,2020
AS,September,,264,240,24,0.72,YES,,2022   MAY,009793,2020
AS,October,,264,155,109,0.46,YES,,2022   MAY,009793,2020
AS,November,,264,236,28,0.71,YES,,2022   MAY,009793,2020
AS,December,,248,194,54,0.58,YES,,2022   MAY,009793,2020
AS,January,769,615,731,,0.95,,,2019   OCT,009034,2019
AS,February,,576,838,,1.08,,,2021   JUN,009034,2019
AS,March,,615,829,,1.07,,,2019   OCT,009034,2019
AS,April,,615,741,,0.96,,,2020   MAY,009034,2019
AS,May,,615,844,,1.09,,,2020   MAY,009034,2019
AS,June,,615,739,,0.96,,,2020   MAY,009034,2019
AS,July,,615,421,194,0.54,NO,,2020   MAY,009034,2019
AS,August,,615,302,313,0.39,NO,,2020   MAY,009034,2019
AS,September,,615,224,391,0.29,NO,,2020   MAY,009034,2019
AS,October,,615,186,429,0.24,NO,,2020   MAY,009034,2019
AS,November,,615,696,,0.9,,,2020   MAY,009034,2019
AS,December,,576,719,,0.93,,,2020   MAY,009034,2019
AS,January,156,124,195,,1.25,,,2022   APR,007809,2022
AS,February,,117,131,,0.83,,,2022   APR,007809,2022
AS,March,,124,143,,0.91,,,2022   APR,007809,2022
AS,April,,124,197,,1.26,,,2022   JUL,007809,2022
AS,May,,124,188,,1.2,,,2022   JUL,007809,2022
AS,June,,124,166,,1.06,,,2022   JUL,007809,2022
AS,July,,124,0,124,0.0,NO,04/30/2023,,007809,2022
AS,August,,124,0,124,0.0,NO,04/30/2023,,007809,2022
AS,September,,124,0,124,0.0,NO,04/30/2023,,007809,2022
AS,October,,124,114,10,0.73,YES,,2023   JAN,007809,2022
AS,November,,124,108,16,0.69,YES,,2023   JAN,007809,2022
AS,December,,117,46,71,0.29,YES,,2023   JAN,007809,2022
AS,January,1576,1260,"1,290",,0.81,,,2023   FEB,009750,2022
AS,February,,1182,"1,477",,0.93,,,2023   FEB,009750,2022
AS,March,,1260,"1,874",,1.18,,,2023   FEB,009750,2022
AS,April,,1260,"1,643",,1.04,,,2023   MAR,009750,2022
AS,May,,1260,"1,617",,1.02,,,2023   FEB,009750,2022
AS,June,,1260,"1,645",,1.04,,,2023   MAR,009750,2022
AS,July,,1260,"1,559",,0.98,,,2023   FEB,009750,2022
AS,August,,1260,"1,717",,1.08,,,2023   MAR,009750,2022
AS,September,,1260,"1,663",,1.05,,,2023   FEB,009750,2022
AS,October,,1260,"1,636",,1.03,,,2023   FEB,009750,2022
AS,November,,1260,"1,571",,0.99,,,2023   MAR,009750,2022
AS,December,,1182,"1,419",,0.9,,,2023   MAR,009750,2022
OP,January,20594,16475,"13,227",3248,0.64,NO,,2023   MAR,009750,2022
OP,February,,15445,"13,154",2291,0.63,NO,,2023   MAR,009750,2022
OP,March,,16475,"16,934",,0.82,,,2023   MAR,009750,2022
OP,April,,16475,"14,362",2113,0.69,NO,,2023   MAR,009750,2022
OP,May,,16475,"14,462",2013,0.7,NO,,2023   MAR,009750,2022
OP,June,,16475,"14,202",2273,0.68,NO,,2023   MAR,009750,2022
OP,July,,16475,"12,617",3858,0.61,NO,,2023   MAR,009750,2022
OP,August,,16475,"13,639",2836,0.66,NO,,2023   MAR,009750,2022
OP,September,,16475,"13,592",2883,0.65,NO,,2023   MAR,009750,2022
OP,October,,16475,"13,714",2761,0.66,NO,,2023   MAR,009750,2022
OP,November,,16475,"15,457",1018,0.75,NO,,2023   MAR,009750,2022
OP,December,,15445,"13,400",2045,0.65,NO,,2023   MAR,009750,2022
AS,January,256,204,398,,1.55,,,2023   FEB,009783,2023
AS,February,,192,0,192,0.0,NO,,,009783,2023
AS,January,237,189,256,,1.08,,,2023   JAN,003376,2021
AS,February,,177,254,,1.07,,,2021   JUL,003376,2021
AS,March,,189,318,,1.34,,,2022   MAR,003376,2021
AS,April,,189,311,,1.31,,,2022   JUL,003376,2021
AS,May,,189,251,,1.05,,,2022   MAR,003376,2021
AS,June,,189,295,,1.24,,,2022   NOV,003376,2021
AS,July,,189,258,,1.08,,,2021   NOV,003376,2021
AS,August,,189,319,,1.34,,,2022   MAY,003376,2021
AS,September,,189,243,,1.02,,,2022   JAN,003376,2021
AS,October,,189,240,,1.01,,,2022   SEP,003376,2021
AS,November,,189,257,,1.08,,,2022   NOV,003376,2021
AS,December,,177,246,,1.03,,,2022   JUN,003376,2021
ED,January,2572,2057,"2,512",,0.97,,,2022   OCT,003376,2021
ED,February,,1929,"2,073",,0.8,,,2022   NOV,003376,2021
ED,March,,2057,"2,804",,1.09,,,2023   FEB,003376,2021
ED,April,,2057,"3,076",,1.19,,,2022   OCT,003376,2021
ED,May,,2057,"3,676",,1.42,,,2023   JAN,003376,2021
ED,June,,2057,"3,495",,1.35,,,2023   FEB,003376,2021
ED,July,,2057,"3,827",,1.48,,,2022   DEC,003376,2021
ED,August,,2057,"3,793",,1.47,,,2023   JAN,003376,2021
ED,September,,2057,"4,133",,1.6,,,2023   FEB,003376,2021
ED,October,,2057,"4,882",,1.89,,,2023   FEB,003376,2021
ED,November,,2057,"4,438",,1.72,,,2023   FEB,003376,2021
ED,December,,1929,"5,323",,2.06,,,2023   FEB,003376,2021
IP,January,1212,969,"1,111",,0.91,,,2023   FEB,003376,2021
IP,February,,909,"1,077",,0.88,,,2022   DEC,003376,2021
IP,March,,969,"1,364",,1.12,,,2022   OCT,003376,2021
IP,April,,969,"1,359",,1.12,,,2022   NOV,003376,2021
IP,May,,969,"1,388",,1.14,,,2023   JAN,003376,2021
IP,June,,969,"1,447",,1.19,,,2023   FEB,003376,2021
IP,July,,969,"1,499",,1.23,,,2023   JAN,003376,2021
IP,August,,969,"1,555",,1.28,,,2023   FEB,003376,2021
IP,September,,969,"1,554",,1.28,,,2023   FEB,003376,2021
AS,January,787,629,787,,1.0,,,2022   JUN,009882,2022
AS,February,,590,780,,0.99,,,2022   JUN,009882,2022
AS,March,,629,912,,1.15,,,2022   AUG,009882,2022
AS,April,,629,805,,1.02,,,2022   AUG,009882,2022
AS,May,,629,682,,0.86,,,2023   JAN,009882,2022
AS,June,,629,798,,1.01,,,2023   FEB,009882,2022
AS,July,,629,726,,0.92,,,2023   JAN,009882,2022
AS,August,,629,791,,1.0,,,2023   JAN,009882,2022
AS,September,,629,768,,0.97,,,2023   FEB,009882,2022
AS,October,,629,801,,1.01,,,2023   JAN,009882,2022
AS,November,,629,794,,1.0,,,2023   FEB,009882,2022
AS,December,,590,659,,0.83,,,2023   FEB,009882,2022
OP,January,19,15,15,,0.78,,,2022   MAR,009882,2022
OP,February,,14,16,,0.84,,,2022   APR,009882,2022
OP,March,,15,24,,1.26,,,2022   MAY,009882,2022
OP,April,,15,20,,1.05,,,2022   JUN,009882,2022
OP,May,,15,18,,0.94,,,2022   JUL,009882,2022
OP,June,,15,19,,1.0,,,2022   AUG,009882,2022
OP,July,,15,17,,0.89,,,2022   SEP,009882,2022
OP,August,,15,19,,1.0,,,2022   OCT,009882,2022
OP,September,,15,16,,0.84,,,2022   NOV,009882,2022
OP,October,,15,17,,0.89,,,2022   DEC,009882,2022
OP,November,,15,18,,0.94,,,2023   JAN,009882,2022
OP,December,,14,18,,0.94,,,2023   FEB,009882,2022
AS,January,411,328,370,,0.9,,,2019   OCT,001639,2019
AS,February,,308,360,,0.87,,,2019   OCT,001639,2019
AS,March,,328,461,,1.12,,,2021   APR,001639,2019
AS,April,,328,448,,1.09,,,2019   NOV,001639,2019
AS,May,,328,431,,1.04,,,2021   APR,001639,2019
AS,June,,328,451,,1.09,,,2021   APR,001639,2019
AS,July,,328,348,,0.84,,,2019   NOV,001639,2019
AS,August,,328,366,,0.89,,,2019   NOV,001639,2019
AS,September,,328,372,,0.9,,,2021   APR,001639,2019
AS,October,,328,448,,1.09,,,2021   APR,001639,2019
AS,November,,328,375,,0.91,,,2020   JAN,001639,2019
AS,December,,308,373,,0.9,,,2021   APR,001639,2019
ED,January,4692,3753,"4,738",,1.0,,,2019   OCT,001639,2019
ED,February,,3519,"4,494",,0.95,,,2021   APR,001639,2019
ED,March,,3753,"4,203",,0.89,,,2021   APR,001639,2019
ED,April,,3753,"4,725",,1.0,,,2021   MAY,001639,2019
ED,May,,3753,"4,315",,0.91,,,2021   APR,001639,2019
ED,June,,3753,"4,947",,1.05,,,2021   APR,001639,2019
ED,July,,3753,"4,828",,1.02,,,2021   APR,001639,2019
ED,August,,3753,"4,671",,0.99,,,2021   APR,001639,2019
ED,September,,3753,"4,634",,0.98,,,2019   NOV,001639,2019
ED,October,,3753,"4,615",,0.98,,,2020   JAN,001639,2019
ED,November,,3753,"4,402",,0.93,,,2020   JAN,001639,2019
ED,December,,3519,"4,033",,0.85,,,2020   JUN,001639,2019
IP,January,807,645,948,,1.17,,,2021   MAY,001639,2019
IP,February,,605,739,,0.91,,,2021   MAY,001639,2019
IP,March,,645,848,,1.05,,,2021   MAY,001639,2019
IP,April,,645,766,,0.94,,,2021   MAY,001639,2019
IP,May,,645,682,,0.84,,,2021   MAY,001639,2019
IP,June,,645,629,16,0.77,NO,,2021   MAY,001639,2019
IP,July,,645,870,,1.07,,,2019   NOV,001639,2019
IP,August,,645,845,,1.04,,,2019   NOV,001639,2019
IP,September,,645,780,,0.96,,,2019   NOV,001639,2019
AS,January,202,161,240,,1.18,,,2023   MAR,006013,2023
AS,February,,151,120,31,0.59,NO,,2023   MAR,006013,2023
AS,January,462,369,461,,0.99,,,2019   NOV,009680,2019
AS,February,,346,443,,0.95,,,2019   OCT,009680,2019
AS,March,,369,589,,1.27,,,2019   OCT,009680,2019
AS,April,,369,666,,1.44,,,2019   OCT,009680,2019
AS,May,,369,687,,1.48,,,2019   OCT,009680,2019
AS,June,,369,582,,1.25,,,2019   NOV,009680,2019
AS,July,,369,507,,1.09,,,2019   NOV,009680,2019
AS,August,,369,621,,1.34,,,2019   NOV,009680,2019
AS,September,,369,617,,1.33,,,2019   NOV,009680,2019
AS,October,,369,685,,1.48,,,2019   NOV,009680,2019
AS,November,,369,599,,1.29,,,2019   DEC,009680,2019
AS,December,,346,507,,1.09,,,2020   JAN,009680,2019
AS,January,370,296,350,,0.94,,,2019   OCT,000830,2019
AS,February,,277,298,,0.8,,,2019   OCT,000830,2019
AS,March,,296,321,,0.86,,,2019   OCT,000830,2019
AS,April,,296,297,,0.8,,,2019   OCT,000830,2019
AS,May,,296,303,,0.81,,,2019   NOV,000830,2019
AS,June,,296,298,,0.8,,,2019   NOV,000830,2019
AS,July,,296,264,32,0.71,NO,,2021   JAN,000830,2019
AS,August,,296,251,45,0.67,NO,,2021   MAY,000830,2019
AS,September,,296,229,67,0.61,NO,,2021   MAY,000830,2019
AS,October,,296,283,13,0.76,NO,,2021   MAY,000830,2019
AS,November,,296,264,32,0.71,NO,,2021   MAY,000830,2019
AS,December,,277,184,93,0.49,NO,,2021   MAY,000830,2019
OP,January,3618,2894,"1,476",1418,0.4,NO,,2021   MAY,000830,2019
OP,February,,2713,"1,303",1410,0.36,NO,,2021   MAY,000830,2019
OP,March,,2894,"1,438",1456,0.39,NO,,2021   MAY,000830,2019
OP,April,,2894,"1,579",1315,0.43,NO,,2021   MAY,000830,2019
OP,May,,2894,"1,350",1544,0.37,NO,,2021   MAY,000830,2019
OP,June,,2894,"1,273",1621,0.35,NO,,2021   MAY,000830,2019
OP,July,,2894,"1,253",1641,0.34,NO,,2021   MAY,000830,2019
OP,August,,2894,"1,166",1728,0.32,NO,,2021   MAY,000830,2019
OP,September,,2894,"1,113",1781,0.3,NO,,2021   MAY,000830,2019
OP,October,,2894,814,2080,0.22,NO,,2021   MAY,000830,2019
OP,November,,2894,772,2122,0.21,NO,,2021   MAY,000830,2019
OP,December,,2713,904,1809,0.24,NO,,2021   MAY,000830,2019
AS,January,125,100,84,16,0.67,YES,,2019   OCT,000401,2019
AS,February,,93,111,,0.88,,,2019   OCT,000401,2019
AS,March,,100,119,,0.95,,,2019   OCT,000401,2019
AS,April,,100,114,,0.91,,,2021   JUN,000401,2019
AS,May,,100,123,,0.98,,,2021   JUN,000401,2019
AS,June,,100,100,,0.8,,,2019   NOV,000401,2019
AS,July,,100,125,,1.0,,,2019   NOV,000401,2019
AS,August,,100,109,,0.87,,,2019   DEC,000401,2019
AS,September,,100,114,,0.91,,,2020   JAN,000401,2019
AS,October,,100,124,,0.99,,,2020   APR,000401,2019
AS,November,,100,220,,1.76,,,2020   JAN,000401,2019
AS,December,,93,137,,1.09,,,2020   FEB,000401,2019
ED,January,818,654,724,,0.88,,,2021   APR,000401,2019
ED,February,,613,772,,0.94,,,2019   OCT,000401,2019
ED,March,,654,826,,1.0,,,2019   NOV,000401,2019
ED,April,,654,839,,1.02,,,2021   JUN,000401,2019
ED,May,,654,796,,0.97,,,2019   NOV,000401,2019
ED,June,,654,746,,0.91,,,2019   NOV,000401,2019
ED,July,,654,859,,1.05,,,2019   DEC,000401,2019
ED,August,,654,843,,1.03,,,2020   MAR,000401,2019
ED,September,,654,878,,1.07,,,2020   MAR,000401,2019
ED,October,,654,831,,1.01,,,2020   MAR,000401,2019
ED,November,,654,"1,337",,1.63,,,2020   MAR,000401,2019
ED,December,,613,"1,072",,1.31,,,2020   APR,000401,2019
IP,January,98,78,85,,0.86,,,2019   OCT,000401,2019
IP,February,,73,106,,1.08,,,2019   OCT,000401,2019
IP,March,,78,110,,1.12,,,2019   OCT,000401,2019
IP,April,,78,97,,0.98,,,2019   OCT,000401,2019
IP,May,,78,107,,1.09,,,2019   NOV,000401,2019
IP,June,,78,106,,1.08,,,2019   NOV,000401,2019
IP,July,,78,104,,1.06,,,2019   NOV,000401,2019
IP,August,,78,82,,0.83,,,2019   NOV,000401,2019
IP,September,,78,94,,0.95,,,2019   NOV,000401,2019
AS,January,223,178,209,,0.93,,,2022   MAR,001124,2022
AS,February,,167,214,,0.95,,,2022   MAR,001124,2022
AS,March,,178,278,,1.24,,,2022   APR,001124,2022
AS,April,,178,266,,1.19,,,2022   MAY,001124,2022
AS,May,,178,256,,1.14,,,2022   JUN,001124,2022
AS,June,,178,281,,1.26,,,2022   JUL,001124,2022
AS,July,,178,232,,1.04,,,2022   AUG,001124,2022
AS,August,,178,211,,0.94,,,2022   SEP,001124,2022
AS,September,,178,270,,1.21,,,2022   NOV,001124,2022
AS,October,,178,284,,1.27,,,2022   NOV,001124,2022
AS,November,,178,267,,1.19,,,2023   JAN,001124,2022
AS,December,,167,228,,1.02,,,2023   JAN,001124,2022
ED,January,358,286,340,,0.94,,,2022   MAR,001124,2022
ED,February,,268,274,,0.76,,,2022   APR,001124,2022
ED,March,,286,333,,0.93,,,2022   APR,001124,2022
ED,April,,286,358,,1.0,,,2022   MAY,001124,2022
ED,May,,286,419,,1.17,,,2022   JUL,001124,2022
ED,June,,286,327,,0.91,,,2022   JUL,001124,2022
ED,July,,286,378,,1.05,,,2022   AUG,001124,2022
ED,August,,286,364,,1.01,,,2022   SEP,001124,2022
ED,September,,286,406,,1.13,,,2022   NOV,001124,2022
ED,October,,286,399,,1.11,,,2022   NOV,001124,2022
ED,November,,286,461,,1.28,,,2023   JAN,001124,2022
ED,December,,268,480,,1.34,,,2023   JAN,001124,2022
IP,January,46,36,29,7,0.63,YES,,2022   FEB,001124,2022
IP,February,,34,35,,0.76,,,2022   MAR,001124,2022
IP,March,,36,34,2,0.73,YES,,2022   APR,001124,2022
IP,April,,36,30,6,0.65,YES,,2022   MAY,001124,2022
IP,May,,36,23,13,0.5,YES,,2022   JUL,001124,2022
IP,June,,36,32,4,0.69,YES,,2022   JUL,001124,2022
IP,July,,36,28,8,0.6,YES,,2022   AUG,001124,2022
IP,August,,36,27,9,0.58,YES,,2022   OCT,001124,2022
IP,September,,36,32,4,0.69,YES,,2022   OCT,001124,2022
AS,January,241,192,265,,1.09,,,2023   FEB,001324,2023
AS,February,,180,96,84,0.39,NO,,2023   FEB,001324,2023
AS,January,1115,892,"1,398",,1.25,,,2021   MAR,006158,2021
AS,February,,836,"1,438",,1.28,,,2021   APR,006158,2021
AS,March,,892,"1,612",,1.44,,,2021   APR,006158,2021
AS,April,,892,"1,570",,1.4,,,2021   MAY,006158,2021
AS,May,,892,"1,446",,1.29,,,2021   JUN,006158,2021
AS,June,,892,"1,608",,1.44,,,2021   AUG,006158,2021
AS,July,,892,"1,568",,1.4,,,2021   AUG,006158,2021
AS,August,,892,"1,515",,1.35,,,2021   SEP,006158,2021
AS,September,,892,"1,463",,1.31,,,2022   JAN,006158,2021
AS,October,,892,"1,638",,1.46,,,2021   DEC,006158,2021
AS,November,,892,"1,504",,1.34,,,2022   JAN,006158,2021
AS,December,,836,"1,444",,1.29,,,2022   FEB,006158,2021
AS,January,494,395,572,,1.15,,,2021   FEB,006184,2019
AS,February,,370,532,,1.07,,,2021   FEB,006184,2019
AS,March,,395,532,,1.07,,,2021   FEB,006184,2019
AS,April,,395,465,,0.94,,,2021   FEB,006184,2019
AS,May,,395,515,,1.04,,,2021   FEB,006184,2019
AS,June,,395,469,,0.94,,,2021   FEB,006184,2019
AS,July,,395,528,,1.06,,,2021   FEB,006184,2019
AS,August,,395,440,,0.89,,,2021   FEB,006184,2019
AS,September,,395,414,,0.83,,,2021   FEB,006184,2019
AS,October,,395,464,,0.93,,,2021   FEB,006184,2019
AS,November,,395,414,,0.83,,,2021   FEB,006184,2019
AS,December,,370,379,,0.76,,,2021   FEB,006184,2019
AS,January,331,264,278,,0.83,,,2022   APR,000598,2022
AS,February,,248,259,,0.78,,,2022   AUG,000598,2022
AS,March,,264,311,,0.93,,,2022   JUL,000598,2022
AS,April,,264,312,,0.94,,,2022   OCT,000598,2022
AS,May,,264,354,,1.06,,,2022   NOV,000598,2022
AS,June,,264,379,,1.14,,,2022   DEC,000598,2022
AS,July,,264,305,,0.92,,,2023   JAN,000598,2022
AS,August,,264,366,,1.1,,,2023   JAN,000598,2022
AS,September,,264,282,,0.85,,,2023   FEB,000598,2022
AS,October,,264,282,,0.85,,,2023   MAR,000598,2022
AS,November,,264,305,,0.92,,,2023   FEB,000598,2022
AS,December,,248,267,,0.8,,,2023   FEB,000598,2022
ED,January,2289,1831,"2,358",,1.03,,,2022   JUL,000598,2022
ED,February,,1716,"1,919",,0.83,,,2023   JAN,000598,2022
ED,March,,1831,"1,858",,0.81,,,2023   FEB,000598,2022
ED,April,,1831,"2,433",,1.06,,,2023   JAN,000598,2022
ED,May,,1831,"2,669",,1.16,,,2022   NOV,000598,2022
ED,June,,1831,"2,659",,1.16,,,2023   JAN,000598,2022
ED,July,,1831,"2,643",,1.15,,,2022   DEC,000598,2022
ED,August,,1831,"2,505",,1.09,,,2023   JAN,000598,2022
ED,September,,1831,"2,268",,0.99,,,2023   FEB,000598,2022
ED,October,,1831,"2,437",,1.06,,,2023   MAR,000598,2022
ED,November,,1831,"2,459",,1.07,,,2023   MAR,000598,2022
ED,December,,1716,"2,298",,1.0,,,2023   MAR,000598,2022
IP,January,758,606,673,,0.88,,,2022   JUN,000598,2022
IP,February,,568,608,,0.8,,,2022   DEC,000598,2022
IP,March,,606,666,,0.87,,,2022   SEP,000598,2022
IP,April,,606,651,,0.85,,,2022   JUL,000598,2022
IP,May,,606,677,,0.89,,,2022   JUL,000598,2022
IP,June,,606,727,,0.95,,,2022   SEP,000598,2022
IP,July,,606,740,,0.97,,,2023   JAN,000598,2022
IP,August,,606,717,,0.94,,,2022   DEC,000598,2022
IP,September,,606,465,141,0.61,YES,,2023   MAR,000598,2022
AS,January,245,196,167,29,0.68,YES,,2022   MAY,000739,2022
AS,February,,183,244,,0.99,,,2022   MAY,000739,2022
AS,March,,196,304,,1.24,,,2022   JUN,000739,2022
AS,April,,196,249,,1.01,,,2022   JUN,000739,2022
AS,May,,196,264,,1.07,,,2022   AUG,000739,2022
AS,June,,196,202,,0.82,,,2022   AUG,000739,2022
AS,July,,196,276,,1.12,,,2022   NOV,000739,2022
AS,August,,196,291,,1.18,,,2022   NOV,000739,2022
AS,September,,196,249,,1.01,,,2023   JAN,000739,2022
AS,October,,196,273,,1.11,,,2023   FEB,000739,2022
AS,November,,196,245,,1.0,,,2023   FEB,000739,2022
AS,December,,183,249,,1.01,,,2023   FEB,000739,2022
ED,January,1414,1131,"1,167",,0.82,,,2022   JUN,000739,2022
ED,February,,1060,987,73,0.69,YES,,2022   JUN,000739,2022
ED,March,,1131,"1,206",,0.85,,,2022   JUN,000739,2022
ED,April,,1131,"1,327",,0.93,,,2022   JUN,000739,2022
ED,May,,1131,"1,522",,1.07,,,2022   AUG,000739,2022
ED,June,,1131,"1,364",,0.96,,,2022   OCT,000739,2022
ED,July,,1131,"1,406",,0.99,,,2022   OCT,000739,2022
ED,August,,1131,"1,434",,1.01,,,2023   JAN,000739,2022
ED,September,,1131,"1,438",,1.01,,,2023   JAN,000739,2022
ED,October,,1131,"1,454",,1.02,,,2023   JAN,000739,2022
ED,November,,1131,"1,414",,1.0,,,2023   MAR,000739,2022
ED,December,,1060,"1,388",,0.98,,,2023   MAR,000739,2022
IP,January,127,101,113,,0.88,,,2022   MAR,000739,2022
IP,February,,95,90,5,0.7,YES,,2022   JUN,000739,2022
IP,March,,101,99,2,0.77,YES,,2022   MAY,000739,2022
